enrollment_id,user_id,course_id,current_status
4629,5946,924,inactive
4630,3759,265,active
4631,2314,444,active
4632,3685,247,inactive
4633,8579,658,inactive
4634,186,554,inactive
4635,7030,889,inactive
4636,1983,373,inactive
4637,8243,76,inactive
4638,7686,192,inactive
4639,6312,554,active
4640,3434,49,inactive
4641,8620,944,active
4642,4464,217,inactive
4643,4890,482,inactive
4644,8238,465,inactive
4645,7070,903,inactive
4646,2500,773,active
4647,7619,512,active
4648,2606,262,inactive
4649,8071,735,inactive
4650,1607,62,inactive
4651,3513,293,active
4652,4824,841,active
4653,7157,307,inactive
4654,8420,525,inactive
4655,546,419,active
4656,4406,284,inactive
4657,9028,99,active
4658,4362,134,active
4659,6299,980,inactive
4660,8606,35,inactive
4661,3646,481,inactive
4662,1270,352,inactive
4663,4919,135,inactive
4664,1290,920,inactive
4665,4945,659,active
4666,4570,382,active
4667,8370,230,active
4668,8288,75,active
4669,7478,116,active
4670,5093,173,active
4671,8537,782,active
4672,2488,292,active
4673,8995,327,active
4674,2437,459,active
4675,6198,621,inactive
4676,9557,96,inactive
4677,3644,494,active
4678,6416,73,inactive
4679,6785,376,inactive
4680,3710,82,inactive
4681,2450,753,inactive
4682,194,654,active
4683,8476,338,active
4684,8549,918,inactive
4685,4749,581,inactive
4686,8657,813,inactive
4687,439,454,active
4688,5705,276,active
4689,3902,244,inactive
4690,2559,1024,active
4691,2322,298,active
4692,1319,166,active
4693,6794,39,inactive
4694,4072,155,active
4695,1295,594,active
4696,3173,963,inactive
4697,9106,582,inactive
4698,7912,510,active
4699,1861,543,inactive
4700,6733,91,inactive
4701,7667,873,inactive
4702,7216,695,active
4703,1728,888,inactive
4704,4410,341,inactive
4705,2640,974,inactive
4706,4914,41,inactive
4707,9413,742,inactive
4708,1384,998,active
4709,1498,701,inactive
4710,6763,97,inactive
4711,1122,241,active
4712,4703,1003,active
4713,9441,163,active
4714,3405,379,inactive
4715,182,598,inactive
4716,393,764,inactive
4717,2074,1021,inactive
4718,9530,47,active
4719,6551,364,active
4720,4356,52,inactive
4721,2676,487,active
4722,9804,631,inactive
4723,3030,145,inactive
4724,9724,701,inactive
4725,5453,644,active
4726,7901,651,active
4727,3132,432,inactive
4728,3588,447,active
4729,7323,895,active
4730,4463,171,active
4731,9838,45,active
4732,1582,78,active
4733,1312,653,active
4734,6891,76,active
4735,3853,287,inactive
4736,8268,873,inactive
4737,2047,589,inactive
4738,311,91,inactive
4739,4174,537,active
4740,5796,602,active
4741,5742,169,inactive
4742,8580,990,active
4743,8845,974,inactive
4744,4715,861,active
4745,8069,925,inactive
4746,6095,917,active
4747,1977,892,active
4748,6586,446,active
4749,1190,429,inactive
4750,2936,838,inactive
4751,7752,538,active
4752,1266,53,inactive
4753,3599,968,inactive
4754,5217,63,inactive
4755,5894,718,inactive
4756,1119,463,active
4757,1252,941,active
4758,1400,989,inactive
4759,2581,87,active
4760,2180,172,active
4761,4072,828,inactive
4762,2091,800,active
4763,7483,824,active
4764,2211,524,inactive
4765,9685,896,inactive
4766,3892,608,active
4767,3574,427,inactive
4768,4338,172,inactive
4769,293,589,active
4770,6560,518,inactive
4771,7011,142,inactive
4772,216,713,inactive
4773,5414,364,inactive
4774,1191,1004,active
4775,9938,492,active
4776,7018,725,inactive
4777,4136,122,active
4778,6036,651,inactive
4779,7030,234,inactive
4780,7319,704,active
4781,3137,359,active
4782,983,627,inactive
4783,2734,598,active
4784,8193,375,active
4785,7222,485,inactive
4786,2349,910,inactive
4787,8019,70,inactive
4788,187,375,inactive
4789,1485,929,active
4790,533,696,active
4791,3453,923,inactive
4792,8256,236,active
4793,1424,655,inactive
4794,3489,441,active
4795,7900,869,inactive
4796,4217,903,active
4797,2648,1030,active
4798,241,921,inactive
4799,3113,768,inactive
4800,6239,538,active
4801,1270,233,active
4802,1890,481,active
4803,2517,53,inactive
4804,9839,650,inactive
4805,6336,154,active
4806,5346,65,active
4807,9497,769,active
4808,8544,474,inactive
4809,949,432,active
4810,5060,908,active
4811,8076,317,inactive
4812,5448,158,active
4813,1617,55,inactive
4814,8141,841,inactive
4815,8660,820,active
4816,9967,88,active
4817,3258,356,inactive
4818,1521,609,inactive
4819,2542,166,inactive
4820,8133,632,inactive
4821,7556,808,inactive
4822,2956,70,inactive
4823,2576,237,inactive
4824,2975,844,active
4825,2512,763,inactive
4826,4248,852,inactive
4827,438,581,inactive
4828,6199,569,inactive
4829,9155,883,active
4830,5205,697,active
4831,5465,430,inactive
4832,404,764,inactive
4833,2265,373,inactive
4834,941,797,active
4835,919,736,active
4836,1313,988,inactive
4837,4789,69,active
4838,7234,233,active
4839,421,490,inactive
4840,2122,891,inactive
4841,9901,706,active
4842,3077,190,active
4843,1722,174,inactive
4844,9370,167,inactive
4845,2441,111,inactive
4846,355,410,inactive
4847,8299,836,active
4848,966,569,inactive
4849,3073,876,inactive
4850,7519,694,active
4851,5328,426,active
4852,2495,240,inactive
4853,6262,756,active
4854,9737,574,inactive
4855,5881,696,active
4856,3201,300,inactive
4857,1869,130,inactive
4858,1611,487,active
4859,1027,621,inactive
4860,345,447,active
4861,6744,656,active
4862,674,187,inactive
4863,9462,970,inactive
4864,1416,513,inactive
4865,7634,481,inactive
4866,3192,713,inactive
4867,9548,744,inactive
4868,5867,160,active
4869,8996,994,active
4870,4183,80,inactive
4871,5785,171,inactive
4872,7502,308,inactive
4873,6621,595,inactive
4874,5799,848,active
4875,7212,166,inactive
4876,9888,809,active
4877,9002,561,active
4878,1758,675,inactive
4879,7040,43,inactive
4880,378,855,inactive
4881,1212,615,active
4882,3430,569,active
4883,7253,710,active
4884,9187,486,active
4885,5515,615,inactive
4886,901,290,inactive
4887,303,828,active
4888,2968,301,active
4889,2257,219,inactive
4890,3334,306,inactive
4891,9601,81,inactive
4892,2380,510,inactive
4893,7470,881,inactive
4894,411,597,inactive
4895,8683,417,active
4896,818,849,active
4897,5863,537,inactive
4898,3222,642,inactive
4899,1736,222,inactive
4900,4126,831,inactive
4901,4806,244,inactive
4902,4470,231,inactive
4903,7603,143,active
4904,5892,989,inactive
4905,3424,299,inactive
4906,9655,841,inactive
4907,6924,717,active
4908,1123,477,active
4909,8727,193,inactive
4910,9706,500,active
4911,8200,694,active
4912,2097,267,active
4913,7970,545,inactive
4914,9266,877,inactive
4915,3078,1027,active
4916,6117,454,inactive
4917,6190,115,active
4918,1239,882,inactive
4919,2137,839,active
4920,2056,858,active
4921,3899,837,inactive
4922,6834,558,active
4923,10001,301,active
4924,8794,477,active
4925,119,111,inactive
4926,7415,84,inactive
4927,857,49,inactive
4928,8414,419,active
4929,6040,310,inactive
4930,7524,267,active
4931,4874,483,inactive
4932,2395,984,active
4933,2434,190,active
4934,547,244,active
4935,3043,832,active
4936,5970,824,inactive
4937,772,936,inactive
4938,967,249,active
4939,4650,853,active
4940,1004,345,active
4941,3336,90,active
4942,534,474,inactive
4943,7419,208,inactive
4944,6105,473,inactive
4945,3922,158,active
4946,2889,171,inactive
4947,8801,650,active
4948,5695,627,active
4949,3644,46,inactive
4950,3553,842,inactive
4951,8080,130,inactive
4952,4001,840,inactive
4953,4581,576,active
4954,7729,870,inactive
4955,9426,378,inactive
4956,7372,1025,inactive
4957,2023,861,active
4958,5459,81,active
4959,2558,550,active
4960,1173,245,inactive
4961,8257,374,inactive
4962,9046,377,inactive
4963,5941,601,inactive
4964,6374,386,inactive
4965,1543,200,inactive
4966,6725,957,inactive
4967,8072,841,active
4968,3658,119,inactive
4969,2817,358,inactive
4970,1651,535,inactive
4971,258,824,active
4972,1798,769,active
4973,5096,868,active
4974,268,138,active
4975,2121,326,active
4976,4809,391,inactive
4977,4565,262,inactive
4978,2482,685,active
4979,2200,214,inactive
4980,8931,633,active
4981,5552,757,active
4982,2093,646,inactive
4983,185,648,active
4984,6406,962,inactive
4985,2130,34,active
4986,6839,246,inactive
4987,8393,334,active
4988,1101,328,inactive
4989,9040,122,active
4990,3599,234,active
4991,2379,710,inactive
4992,4180,396,active
4993,9847,104,inactive
4994,6472,453,inactive
4995,6618,117,inactive
4996,5143,81,active
4997,9217,800,active
4998,5115,799,inactive
4999,8826,684,inactive
5000,4716,533,active
5001,136,243,active
5002,9498,620,inactive
5003,1264,287,inactive
5004,7314,989,inactive
5005,7190,921,active
5006,3940,519,active
5007,6454,321,active
5008,5743,701,inactive
5009,2049,843,active
5010,5345,442,inactive
5011,3325,564,active
5012,1941,795,active
5013,4107,355,inactive
5014,4993,440,inactive
5015,9100,999,inactive
5016,7419,487,inactive
5017,9017,997,inactive
5018,9115,671,active
5019,221,724,active
5020,4642,333,active
5021,9427,793,active
5022,5020,209,inactive
5023,4690,248,active
5024,9441,31,inactive
5025,2902,351,inactive
5026,884,754,active
5027,8940,266,active
5028,4241,537,inactive
5029,3895,521,inactive
5030,9422,349,active
5031,1301,1014,active
5032,10006,375,inactive
5033,3181,889,active
5034,7469,488,inactive
5035,3952,196,active
5036,5262,245,inactive
5037,9612,763,active
5038,3876,938,inactive
5039,4527,828,active
5040,9499,331,active
5041,1182,1004,inactive
5042,3512,700,inactive
5043,229,548,inactive
5044,7538,556,inactive
5045,7380,730,active
5046,7943,53,inactive
5047,5980,418,active
5048,3489,463,inactive
5049,7917,775,inactive
5050,6851,387,active
5051,5877,856,active
5052,2319,930,inactive
5053,1356,922,inactive
5054,6095,308,active
5055,2669,485,inactive
5056,3646,309,inactive
5057,4602,689,active
5058,9772,183,active
5059,1612,390,active
5060,386,754,inactive
5061,5841,323,active
5062,471,987,inactive
5063,304,314,inactive
5064,4728,271,inactive
5065,3598,977,active
5066,5877,376,inactive
5067,2254,808,inactive
5068,9104,960,active
5069,4296,824,active
5070,5863,810,inactive
5071,6668,915,active
5072,5325,398,active
5073,6576,773,active
5074,1436,133,active
5075,1138,607,active
5076,2799,959,inactive
5077,5750,730,inactive
5078,6619,446,active
5079,5931,252,active
5080,8537,143,active
5081,3535,307,active
5082,7366,159,active
5083,2251,971,active
5084,724,753,active
5085,5599,717,inactive
5086,5959,753,active
5087,8386,247,inactive
5088,4429,221,inactive
5089,5537,646,inactive
5090,3252,53,inactive
5091,7148,118,active
5092,5219,396,inactive
5093,5159,753,inactive
5094,905,389,inactive
5095,7743,344,active
5096,1566,809,active
5097,7493,446,inactive
5098,6223,356,active
5099,1044,694,inactive
5100,6062,205,active
5101,2665,361,active
5102,5257,414,active
5103,8962,498,inactive
5104,5512,922,active
5105,2748,838,inactive
5106,2968,354,inactive
5107,8135,163,active
5108,215,526,inactive
5109,3816,782,inactive
5110,4025,928,active
5111,6760,575,active
5112,9158,345,inactive
5113,7034,824,active
5114,7486,864,inactive
5115,3127,536,inactive
5116,2883,305,active
5117,472,667,inactive
5118,7060,812,inactive
5119,2852,1000,active
5120,2614,678,active
5121,5188,295,active
5122,6383,307,active
5123,5244,536,active
5124,4678,704,active
5125,5166,366,active
5126,4281,669,active
5127,8570,848,inactive
5128,2308,871,inactive
5129,1565,689,inactive
5130,1876,330,active
5131,5257,864,active
5132,5479,101,inactive
5133,2290,314,active
5134,9644,294,active
5135,10003,396,inactive
5136,850,289,inactive
5137,9340,997,inactive
5138,299,361,active
5139,1868,834,active
5140,1453,1004,inactive
5141,1054,357,active
5142,9690,600,inactive
5143,7555,410,inactive
5144,905,760,inactive
5145,5420,344,active
5146,6361,401,active
5147,1378,529,inactive
5148,3980,726,inactive
5149,9427,1029,active
5150,6373,154,active
5151,6100,356,active
5152,1662,280,active
5153,822,757,inactive
5154,3011,823,inactive
5155,9549,975,active
5156,3169,285,active
5157,6861,124,active
5158,1837,129,inactive
5159,6297,118,inactive
5160,4863,230,inactive
5161,4204,340,active
5162,606,856,inactive
5163,5785,863,active
5164,4166,910,inactive
5165,4809,187,active
5166,7966,202,active
5167,8109,252,inactive
5168,3315,669,active
5169,6359,538,inactive
5170,4741,365,inactive
5171,7973,429,active
5172,2618,628,active
5173,2608,682,inactive
5174,3822,138,inactive
5175,3757,152,active
5176,7709,956,inactive
5177,8530,73,active
5178,6635,625,inactive
5179,9946,95,inactive
5180,4600,287,active
5181,7417,107,inactive
5182,1507,191,active
5183,9053,310,inactive
5184,6100,813,active
5185,4906,547,active
5186,1672,159,inactive
5187,4131,446,inactive
5188,7726,594,inactive
5189,98,97,active
5190,7841,410,active
5191,1838,957,inactive
5192,4173,271,active
5193,856,38,inactive
5194,276,933,inactive
5195,4586,929,active
5196,2849,768,inactive
5197,3898,842,inactive
5198,7932,723,active
5199,4056,820,active
5200,2689,355,active
5201,8121,207,inactive
5202,5120,70,active
5203,3686,427,inactive
5204,3535,990,inactive
5205,3841,629,inactive
5206,2423,1018,inactive
5207,1389,981,active
5208,1018,589,inactive
5209,629,62,inactive
5210,6826,1001,inactive
5211,8502,1008,active
5212,7878,765,active
5213,5680,402,active
5214,10015,779,active
5215,8026,1025,active
5216,3574,656,active
5217,9918,942,active
5218,4906,494,inactive
5219,7898,222,inactive
5220,9337,34,active
5221,8829,287,active
5222,2570,284,inactive
5223,5870,601,active
5224,941,807,inactive
5225,1372,32,inactive
5226,8524,321,inactive
5227,9876,357,active
5228,7993,351,inactive
5229,8771,257,inactive
5230,8232,946,active
5231,6148,829,active
5232,9083,716,active
5233,855,333,active
5234,6573,759,active
5235,3825,309,inactive
5236,6532,730,inactive
5237,3215,453,active
5238,9130,409,inactive
5239,3014,524,active
5240,4190,246,active
5241,9635,634,inactive
5242,7853,344,inactive
5243,8312,788,inactive
5244,4845,83,inactive
5245,4740,562,active
5246,9948,878,active
5247,8718,151,inactive
5248,2979,555,inactive
5249,1905,218,active
5250,7338,363,inactive
5251,1010,117,inactive
5252,4720,259,inactive
5253,6896,484,active
5254,2908,374,active
5255,4787,471,active
5256,3295,579,inactive
5257,1443,891,active
5258,7026,918,inactive
5259,9336,1026,inactive
5260,1477,500,inactive
5261,6094,579,active
5262,3616,109,inactive
5263,2468,978,inactive
5264,5223,1006,inactive
5265,493,913,inactive
5266,3428,758,active
5267,5126,722,inactive
5268,1169,743,inactive
5269,9593,67,inactive
5270,140,694,active
5271,6178,309,inactive
5272,5777,501,inactive
5273,6392,373,inactive
5274,5447,1017,active
5275,6558,82,active
5276,5147,217,inactive
5277,2822,212,inactive
5278,1903,121,inactive
5279,6028,316,active
5280,7078,226,active
5281,7281,204,active
5282,6789,491,active
5283,9944,477,active
5284,2959,837,inactive
5285,4888,352,active
5286,3569,109,active
5287,8046,974,inactive
5288,9092,934,active
5289,8648,217,inactive
5290,3380,323,active
5291,7101,197,inactive
5292,8915,417,active
5293,4192,272,inactive
5294,4367,339,inactive
5295,5476,95,active
5296,2978,692,inactive
5297,3712,83,inactive
5298,1003,57,active
5299,6866,908,inactive
5300,8015,181,inactive
5301,1648,836,inactive
5302,637,53,inactive
5303,8176,209,inactive
5304,6903,496,inactive
5305,2052,237,inactive
5306,2082,853,inactive
5307,8102,823,inactive
5308,5215,656,active
5309,6715,1000,inactive
5310,7730,115,active
5311,5441,989,active
5312,2501,558,active
5313,8698,889,active
5314,5885,96,inactive
5315,7844,619,inactive
5316,9531,658,active
5317,4943,716,inactive
5318,6879,400,inactive
5319,3117,839,inactive
5320,566,932,active
5321,2710,182,active
5322,4219,900,inactive
5323,7813,163,inactive
5324,4842,1006,inactive
5325,9979,392,inactive
5326,2559,1017,active
5327,2952,461,inactive
5328,3039,152,inactive
5329,6545,766,active
5330,7240,170,active
5331,5937,748,active
5332,1481,1014,active
5333,3438,185,inactive
5334,6931,792,active
5335,1929,838,inactive
5336,6162,727,active
5337,5809,106,inactive
5338,7166,772,active
5339,1656,458,active
5340,9992,107,inactive
5341,6039,783,inactive
5342,2990,924,inactive
5343,7090,381,inactive
5344,6460,921,active
5345,1845,1009,inactive
5346,4510,257,inactive
5347,9717,520,inactive
5348,6335,188,inactive
5349,785,515,inactive
5350,9782,241,inactive
5351,347,76,active
5352,5784,254,active
5353,2968,94,active
5354,1875,467,inactive
5355,9532,664,active
5356,8585,758,inactive
5357,905,288,active
5358,5492,503,active
5359,5159,312,inactive
5360,9195,510,active
5361,5032,52,active
5362,4192,841,active
5363,5405,286,active
5364,845,732,inactive
5365,7889,281,inactive
5366,8455,741,inactive
5367,7962,391,active
5368,358,632,inactive
5369,5259,544,active
5370,88,592,active
5371,9672,310,active
5372,8993,706,active
5373,8474,569,active
5374,974,189,inactive
5375,4191,580,active
5376,9855,57,inactive
5377,7131,179,active
5378,1418,364,inactive
5379,6108,177,active
5380,5265,996,inactive
5381,6450,382,active
5382,4470,376,active
5383,2658,712,active
5384,405,39,inactive
5385,5800,303,inactive
5386,5297,827,inactive
5387,7955,412,inactive
5388,3049,962,active
5389,3556,716,inactive
5390,9753,109,active
5391,2178,929,inactive
5392,1586,49,inactive
5393,6404,790,active
5394,5276,421,inactive
5395,31,987,active
5396,4679,824,active
5397,4786,75,active
5398,1217,609,inactive
5399,3345,143,active
5400,168,434,active
5401,9003,601,active
5402,9469,707,active
5403,8758,40,active
5404,966,877,inactive
5405,3067,824,inactive
5406,7681,431,inactive
5407,4295,901,active
5408,4275,664,inactive
5409,958,835,active
5410,773,189,active
5411,9970,849,active
5412,655,102,inactive
5413,3590,218,active
5414,6837,584,inactive
5415,4276,929,active
5416,4110,69,inactive
5417,291,582,active
5418,3269,561,inactive
5419,4485,416,active
5420,4115,750,active
5421,1374,523,inactive
5422,1794,309,inactive
5423,4377,427,active
5424,8146,747,active
5425,7454,161,active
5426,5144,301,inactive
5427,8897,289,inactive
5428,5469,826,active
5429,7755,109,active
5430,3316,1006,active
5431,2508,647,active
5432,9842,924,inactive
5433,2440,635,inactive
5434,4132,351,inactive
5435,4472,928,active
5436,9907,268,active
5437,3753,79,inactive
5438,137,650,active
5439,7527,712,active
5440,6421,918,inactive
5441,5628,668,inactive
5442,7316,109,inactive
5443,611,951,active
5444,4671,978,active
5445,964,972,inactive
5446,7821,604,active
5447,9836,490,inactive
5448,2657,664,active
5449,8469,880,inactive
5450,6168,965,inactive
5451,6215,622,inactive
5452,9118,478,active
5453,7274,822,inactive
5454,6746,156,active
5455,1880,1006,active
5456,2178,192,inactive
5457,2164,307,inactive
5458,3864,875,inactive
5459,4757,146,active
5460,3935,996,inactive
5461,8112,697,inactive
5462,6073,852,inactive
5463,1352,705,active
5464,9990,466,inactive
5465,6066,653,inactive
5466,8368,839,active
5467,8167,89,inactive
5468,181,487,inactive
5469,8239,125,inactive
5470,4917,143,inactive
5471,6224,250,active
5472,996,942,active
5473,1205,725,active
5474,9240,580,inactive
5475,2758,934,active
5476,4412,353,active
5477,2323,557,inactive
5478,952,241,active
5479,5014,563,inactive
5480,2203,157,inactive
5481,832,225,inactive
5482,8629,546,inactive
5483,9263,1019,inactive
5484,3818,435,active
5485,8374,867,active
5486,8549,632,active
5487,2263,709,inactive
5488,2270,439,inactive
5489,464,319,active
5490,8395,1003,active
5491,5052,448,inactive
5492,3023,565,inactive
5493,5465,968,active
5494,10008,349,inactive
5495,8870,707,active
5496,8603,607,inactive
5497,3933,1026,active
5498,588,697,inactive
5499,8140,193,active
5500,4369,287,active
5501,3098,740,inactive
5502,8278,662,inactive
5503,773,132,active
5504,2929,56,active
5505,4635,219,inactive
5506,8432,391,active
5507,1432,546,active
5508,4222,753,active
5509,3859,680,active
5510,4424,395,active
5511,3038,91,inactive
5512,4525,735,inactive
5513,4145,50,active
5514,9175,134,active
5515,5260,221,active
5516,171,853,active
5517,1278,952,inactive
5518,4240,854,inactive
5519,2231,232,active
5520,6938,962,active
5521,1614,157,active
5522,4056,657,inactive
5523,3834,109,inactive
5524,8627,335,inactive
5525,7480,772,active
5526,6683,541,inactive
5527,9632,752,active
5528,293,893,active
5529,2795,662,inactive
5530,4859,110,inactive
5531,712,466,active
5532,2457,475,inactive
5533,3636,927,inactive
5534,1181,411,inactive
5535,895,267,active
5536,8089,237,active
5537,8359,947,inactive
5538,5821,852,active
5539,5131,264,inactive
5540,114,905,inactive
5541,1737,813,inactive
5542,8892,283,active
5543,3725,737,active
5544,9590,544,inactive
5545,434,210,inactive
5546,2809,366,inactive
5547,2631,151,active
5548,8978,126,active
5549,2354,510,inactive
5550,7589,639,active
5551,7417,514,active
5552,900,474,active
5553,6590,826,inactive
5554,7543,895,inactive
5555,6893,142,inactive
5556,8371,789,active
5557,620,116,active
5558,7456,74,inactive
5559,2520,188,active
5560,6717,245,inactive
5561,8798,73,active
5562,484,789,active
5563,467,843,inactive
5564,5512,776,inactive
5565,6234,842,inactive
5566,1753,747,inactive
5567,9062,269,inactive
5568,7067,1000,active
5569,9818,732,inactive
5570,65,260,active
5571,2842,399,inactive
5572,1076,95,inactive
5573,2454,1014,active
5574,5465,611,active
5575,8767,894,inactive
5576,132,811,inactive
5577,6654,629,active
5578,8117,148,active
5579,722,265,inactive
5580,534,202,active
5581,6648,599,inactive
5582,9217,349,inactive
5583,4252,1015,active
5584,9070,434,active
5585,7417,613,inactive
5586,7565,994,inactive
5587,7079,262,active
5588,49,427,inactive
5589,9309,858,inactive
5590,1253,264,inactive
5591,4394,702,inactive
5592,3773,1004,active
5593,2229,947,inactive
5594,1930,928,active
5595,1410,675,inactive
5596,8423,119,active
5597,1060,884,inactive
5598,31,310,inactive
5599,1889,979,inactive
5600,2359,302,active
5601,7421,827,active
5602,2476,367,active
5603,9076,873,inactive
5604,4637,843,active
5605,6368,832,inactive
5606,5194,701,active
5607,1728,716,active
5608,854,630,inactive
5609,36,677,inactive
5610,2112,845,active
5611,6498,171,inactive
5612,167,115,inactive
5613,6270,88,inactive
5614,2320,605,inactive
5615,3201,743,inactive
5616,2229,883,inactive
5617,7570,359,inactive
5618,947,789,active
5619,6866,32,active
5620,5260,228,active
5621,1981,765,inactive
5622,5407,614,active
5623,9210,963,active
5624,3984,1004,active
5625,2362,815,active
5626,6211,468,active
5627,6715,735,active
5628,2250,649,inactive
5629,5168,740,active
5630,9703,336,inactive
5631,986,61,active
5632,2806,229,active
5633,911,344,inactive
5634,8250,133,active
5635,1179,351,inactive
5636,2220,579,inactive
5637,7795,355,active
5638,6088,1008,inactive
5639,646,776,active
5640,9987,815,active
5641,6385,970,active
5642,309,268,active
5643,6169,600,active
5644,905,659,active
5645,7126,637,active
5646,895,601,active
5647,3808,408,active
5648,5155,263,inactive
5649,4494,833,inactive
5650,5979,556,active
5651,2869,163,active
5652,5248,942,active
5653,4326,1004,active
5654,828,870,inactive
5655,7554,218,active
5656,6429,189,active
5657,2599,987,inactive
5658,1521,380,active
5659,1819,412,inactive
5660,5988,772,active
5661,6707,35,inactive
5662,907,110,inactive
5663,4901,949,active
5664,1517,354,active
5665,9506,958,active
5666,5865,184,active
5667,1219,254,active
5668,6848,646,active
5669,3304,880,active
5670,6796,685,inactive
5671,2293,607,inactive
5672,4974,835,active
5673,8795,677,active
5674,8274,648,inactive
5675,5726,770,inactive
5676,7441,788,active
5677,1314,858,active
5678,9521,1022,inactive
5679,9483,42,active
5680,9126,178,inactive
5681,1856,620,active
5682,1958,500,inactive
5683,8746,703,inactive
5684,2798,505,inactive
5685,8642,182,active
5686,511,367,inactive
5687,6582,228,inactive
5688,2058,601,inactive
5689,8779,597,inactive
5690,1806,964,active
5691,5632,544,active
5692,4639,82,inactive
5693,2158,844,active
5694,6679,63,active
5695,2676,203,inactive
5696,6716,255,active
5697,111,647,active
5698,7444,919,active
5699,1547,708,active
5700,1388,65,inactive
5701,7021,543,active
5702,5014,580,inactive
5703,1042,873,active
5704,1574,143,active
5705,6650,563,active
5706,2447,754,active
5707,9090,1012,inactive
5708,5269,835,active
5709,4539,375,inactive
5710,4900,755,active
5711,1655,349,active
5712,2611,608,active
5713,7988,281,inactive
5714,1294,833,active
5715,1277,777,inactive
5716,3774,911,inactive
5717,9700,683,active
5718,3206,969,inactive
5719,7475,533,active
5720,3865,921,active
5721,2604,730,active
5722,3321,654,active
5723,2345,138,inactive
5724,5473,478,inactive
5725,4727,899,inactive
5726,2421,793,active
5727,2010,208,active
5728,874,423,active
5729,5775,200,active
5730,2488,732,active
5731,843,104,active
5732,2969,558,inactive
5733,4114,982,active
5734,9127,260,inactive
5735,2324,916,inactive
5736,1634,422,active
5737,8119,376,inactive
5738,6943,115,inactive
5739,3029,184,inactive
5740,6586,233,active
5741,9849,947,inactive
5742,6744,774,active
5743,5092,827,active
5744,7753,528,inactive
5745,799,837,active
5746,8769,264,inactive
5747,1704,718,inactive
5748,4278,664,inactive
5749,3060,151,inactive
5750,2615,333,active
5751,7733,506,inactive
5752,1280,540,inactive
5753,2594,735,active
5754,1067,944,active
5755,6482,667,inactive
5756,2166,880,active
5757,5475,378,inactive
5758,8723,83,inactive
5759,9939,770,active
5760,78,993,inactive
5761,6162,795,inactive
5762,1316,481,inactive
5763,2324,525,active
5764,8379,758,active
5765,5586,753,inactive
5766,7419,248,inactive
5767,3848,584,active
5768,8281,603,inactive
5769,9357,791,active
5770,200,899,inactive
5771,4439,865,inactive
5772,1889,932,active
5773,861,930,inactive
5774,410,343,inactive
5775,10013,139,active
5776,3867,481,active
5777,5603,351,active
5778,6917,761,active
5779,8099,247,active
5780,8521,326,active
5781,877,177,inactive
5782,3300,977,inactive
5783,9140,404,inactive
5784,5365,436,inactive
5785,6010,347,inactive
5786,124,849,inactive
5787,6842,198,inactive
5788,1007,41,inactive
5789,6628,608,active
5790,4519,281,inactive
5791,6922,742,inactive
5792,3718,325,active
5793,6620,83,inactive
5794,3444,544,active
5795,6799,549,active
5796,4757,284,inactive
5797,9988,641,inactive
5798,4906,197,active
5799,7569,869,active
5800,1536,1003,active
5801,9085,555,active
5802,7897,147,active
5803,876,490,active
5804,4073,747,inactive
5805,1952,629,active
5806,739,259,active
5807,992,1016,active
5808,200,431,active
5809,5335,820,inactive
5810,2495,888,active
5811,1566,784,inactive
5812,3726,838,active
5813,4147,928,inactive
5814,5703,877,active
5815,6073,800,active
5816,5374,512,active
5817,9591,158,inactive
5818,4221,117,active
5819,3132,613,inactive
5820,3782,703,inactive
5821,8431,830,inactive
5822,8528,447,inactive
5823,1863,452,active
5824,4565,831,inactive
5825,6431,237,active
5826,9307,426,active
5827,1820,418,inactive
5828,4293,232,inactive
5829,287,253,active
5830,7203,955,inactive
5831,1936,935,active
5832,7186,494,active
5833,1689,436,inactive
5834,4115,652,active
5835,6183,90,inactive
5836,2301,454,inactive
5837,4186,649,inactive
5838,4450,339,active
5839,212,52,inactive
5840,743,646,inactive
5841,253,629,inactive
5842,4022,710,active
5843,5690,885,active
5844,4598,359,inactive
5845,2474,507,inactive
5846,9428,201,active
5847,1187,793,active
5848,6569,66,active
5849,8747,530,inactive
5850,5579,932,active
5851,2345,909,active
5852,7216,630,active
5853,6235,266,inactive
5854,1159,645,inactive
5855,9272,428,inactive
5856,7945,96,inactive
5857,9540,108,active
5858,8487,717,inactive
5859,505,195,active
5860,8872,378,active
5861,5711,681,active
5862,8905,839,active
5863,6902,940,active
5864,4379,51,active
5865,5344,982,inactive
5866,2973,224,inactive
5867,5441,154,inactive
5868,1274,512,inactive
5869,6166,866,active
5870,6017,444,active
5871,188,585,active
5872,3424,768,active
5873,5946,680,active
5874,1485,729,inactive
5875,8522,914,active
5876,8061,727,active
5877,336,912,active
5878,2048,499,active
5879,5687,598,active
5880,3271,491,active
5881,2911,247,active
5882,5741,978,inactive
5883,1325,869,active
5884,7708,1024,active
5885,8116,378,inactive
5886,5868,39,active
5887,1834,193,active
5888,5779,631,active
5889,1540,298,inactive
5890,1653,485,active
5891,9325,217,inactive
5892,6136,481,inactive
5893,615,111,active
5894,8047,1011,active
5895,2050,849,inactive
5896,154,291,active
5897,2466,468,inactive
5898,1993,622,active
5899,8431,470,inactive
5900,4697,116,active
5901,4197,78,inactive
5902,559,616,inactive
5903,3354,829,active
5904,6050,622,active
5905,8789,510,active
5906,6914,616,active
