activity_id,user_id,lesson_id,activity_time
3586,2947,1564,2024-09-25 09:23:00
3587,5154,3981,2024-11-22 07:14:00
3588,1262,504,2024-01-13 02:01:00
3589,7450,4468,2024-05-17 05:45:00
3590,685,569,2024-04-25 09:25:00
3591,3122,2352,2024-09-13 17:19:00
3592,9628,3791,2024-09-03 22:32:00
3593,4498,4596,2024-02-08 03:50:00
3594,1460,4752,2024-05-17 12:39:00
3595,3876,1532,2024-07-20 04:53:00
3596,7479,1216,2024-02-01 05:39:00
3597,6284,1343,2024-01-21 16:59:00
3598,648,4742,2024-12-11 14:04:00
3599,3067,1489,2024-03-13 14:57:00
3600,1121,2864,2024-02-23 21:38:00
3601,7934,3950,2024-06-02 23:39:00
3602,7175,4018,2024-11-15 15:17:00
3603,290,5537,2024-02-08 03:13:00
3604,828,5032,2024-04-13 21:01:00
3605,5933,2883,2024-09-18 14:39:00
3606,3970,5374,2024-12-12 21:52:00
3607,1555,4005,2024-05-29 19:14:00
3608,562,4315,2024-10-26 22:41:00
3609,89,4231,2024-02-04 10:38:00
3610,1275,3697,2024-04-21 17:43:00
3611,518,5798,2024-12-10 15:53:00
3612,1151,5489,2024-02-17 08:07:00
3613,750,489,2024-09-04 12:19:00
3614,9319,2283,2024-11-01 12:26:00
3615,9364,3815,2024-04-14 12:05:00
3616,8721,3221,2024-09-26 16:17:00
3617,7109,5340,2024-08-27 17:29:00
3618,7540,2619,2024-05-08 11:33:00
3619,196,3244,2024-08-16 02:29:00
3620,9632,5451,2024-09-08 17:30:00
3621,7755,3110,2024-11-10 04:22:00
3622,6111,2020,2024-10-24 22:33:00
3623,9099,3021,2024-10-15 01:11:00
3624,8202,396,2024-06-28 12:31:00
3625,4631,2261,2024-04-06 04:42:00
3626,3096,2312,2024-06-23 11:36:00
3627,2446,555,2024-08-04 18:11:00
3628,6793,1335,2024-02-23 14:30:00
3629,9697,197,2024-03-11 01:19:00
3630,7599,2436,2024-07-30 02:55:00
3631,6201,3377,2024-03-31 15:53:00
3632,6567,1826,2024-12-29 20:44:00
3633,2095,3009,2024-01-12 12:15:00
3634,5580,734,2024-09-04 14:53:00
3635,4812,5109,2024-10-30 17:52:00
3636,2223,5166,2024-11-16 09:35:00
3637,1323,4448,2024-08-08 09:44:00
3638,7599,5728,2024-08-18 01:22:00
3639,4536,3562,2024-06-11 17:15:00
3640,7202,4271,2024-01-07 00:24:00
3641,5293,1897,2024-12-04 22:26:00
3642,536,3818,2024-01-23 02:49:00
3643,4551,4348,2024-11-05 07:16:00
3644,4179,3575,2024-11-29 03:16:00
3645,8281,5842,2024-11-27 19:05:00
3646,1393,287,2024-06-18 23:33:00
3647,7165,3598,2024-01-21 01:46:00
3648,2434,2744,2024-09-28 18:10:00
3649,1346,5221,2024-02-11 15:24:00
3650,8932,1620,2024-04-05 07:06:00
3651,5778,2655,2024-08-11 03:12:00
3652,8022,4041,2024-04-18 21:32:00
3653,8030,1071,2024-05-06 15:02:00
3654,3416,1058,2024-11-04 11:18:00
3655,8367,3605,2024-06-13 14:55:00
3656,2032,1864,2024-03-25 06:16:00
3657,5829,4870,2024-12-27 17:52:00
3658,4100,3080,2024-05-24 23:11:00
3659,1178,2679,2024-08-08 15:00:00
3660,1646,4656,2024-04-12 10:19:00
3661,471,3721,2024-09-22 02:58:00
3662,2866,5043,2024-02-08 15:16:00
3663,8306,1061,2024-11-14 20:26:00
3664,9484,5175,2024-08-19 02:57:00
3665,4006,5410,2024-04-01 06:26:00
3666,8343,2137,2024-02-11 14:47:00
3667,8336,4213,2024-03-03 12:53:00
3668,5493,1785,2024-10-24 11:20:00
3669,2970,5844,2024-09-08 05:58:00
3670,4288,4778,2024-12-28 19:47:00
3671,2096,1282,2024-10-09 03:23:00
3672,834,592,2024-06-29 07:06:00
3673,6991,805,2024-06-23 04:08:00
3674,5687,2122,2024-05-10 15:11:00
3675,7108,1960,2024-12-25 09:40:00
3676,5765,5502,2024-10-18 05:45:00
3677,8447,5056,2024-04-02 02:02:00
3678,7094,1240,2024-03-14 23:51:00
3679,8653,5225,2024-01-13 20:09:00
3680,5468,3875,2024-09-23 22:53:00
3681,3019,427,2024-04-03 10:28:00
3682,729,39,2024-02-03 03:04:00
3683,6093,5228,2024-06-08 05:58:00
3684,7862,4655,2024-04-21 14:44:00
3685,5167,148,2024-10-21 18:31:00
3686,8722,5273,2024-07-29 14:48:00
3687,2957,483,2024-03-26 08:00:00
3688,2542,1253,2024-06-18 12:25:00
3689,966,3191,2024-06-05 00:33:00
3690,2590,2601,2024-07-15 18:06:00
3691,5727,1004,2024-09-24 12:06:00
3692,4069,2612,2024-03-06 05:17:00
3693,8218,4037,2024-02-28 21:36:00
3694,9094,2562,2024-05-25 10:30:00
3695,3842,956,2024-09-11 22:52:00
3696,6748,4500,2024-08-25 13:47:00
3697,5718,2047,2024-06-16 12:38:00
3698,1229,5395,2024-03-27 21:13:00
3699,9608,4397,2024-08-20 14:42:00
3700,9224,3448,2024-05-01 21:43:00
3701,8719,3534,2024-04-28 15:32:00
3702,9779,4260,2024-02-16 08:39:00
3703,2949,1101,2024-03-08 14:52:00
3704,2526,3396,2024-05-07 20:31:00
3705,3236,4392,2024-03-18 08:39:00
3706,6143,3098,2024-01-22 21:31:00
3707,1519,1420,2024-09-24 02:20:00
3708,3584,2292,2024-09-05 18:52:00
3709,6199,1187,2024-04-17 12:56:00
3710,4280,487,2024-04-30 18:59:00
3711,4887,4631,2024-03-20 16:21:00
3712,358,2909,2024-07-29 16:30:00
3713,8262,3414,2024-03-12 10:12:00
3714,8060,2963,2024-11-09 15:42:00
3715,3568,2344,2024-01-11 00:40:00
3716,2272,3902,2024-01-23 07:20:00
3717,5168,5257,2024-03-28 07:53:00
3718,5460,4054,2024-02-11 21:45:00
3719,4704,976,2024-10-07 22:42:00
3720,7212,2375,2024-06-03 21:49:00
3721,8795,4015,2024-07-07 14:00:00
3722,240,5582,2024-01-08 05:11:00
3723,4627,721,2024-01-04 11:34:00
3724,9312,4279,2024-02-06 18:08:00
3725,3621,1036,2024-05-16 04:57:00
3726,3085,1547,2024-08-12 03:29:00
3727,7451,5085,2024-01-17 09:50:00
3728,1837,2194,2024-04-03 14:04:00
3729,8875,1527,2024-07-25 20:14:00
3730,6763,4439,2024-03-30 06:50:00
3731,4205,3504,2024-08-13 07:58:00
3732,1394,710,2024-03-02 19:33:00
3733,7824,2882,2024-02-12 09:45:00
3734,5628,2788,2024-06-07 01:56:00
3735,3205,2382,2024-11-07 14:32:00
3736,759,5497,2024-03-20 18:38:00
3737,768,2570,2024-11-18 15:19:00
3738,9885,108,2024-05-21 04:57:00
3739,6484,248,2024-11-29 23:58:00
3740,2865,2359,2024-02-03 01:33:00
3741,33,273,2024-07-26 14:14:00
3742,7415,5533,2024-09-16 11:35:00
3743,5591,3226,2024-03-18 01:14:00
3744,7940,2130,2024-01-12 07:53:00
3745,8963,1101,2024-12-05 07:11:00
3746,7813,5512,2024-01-17 11:01:00
3747,7339,2724,2024-07-19 09:25:00
3748,6616,3077,2024-06-25 15:00:00
3749,6259,5396,2024-10-05 05:17:00
3750,3588,119,2024-01-06 05:38:00
3751,3805,3456,2024-10-15 17:12:00
3752,472,250,2024-08-10 07:18:00
3753,8671,4438,2024-01-17 18:23:00
3754,4676,2054,2024-05-01 02:48:00
3755,2324,2463,2024-03-22 23:33:00
3756,2293,5538,2024-10-29 20:38:00
3757,7196,5591,2024-12-05 07:05:00
3758,1771,5941,2024-05-10 01:19:00
3759,3521,3570,2024-02-03 00:43:00
3760,8727,4631,2024-11-10 08:34:00
3761,4354,3524,2024-06-20 03:25:00
3762,86,4742,2024-04-01 08:07:00
3763,5506,5549,2024-05-01 06:30:00
3764,3941,605,2024-11-22 09:37:00
3765,4034,3601,2024-09-11 08:44:00
3766,64,745,2024-10-03 00:01:00
3767,8809,4491,2024-06-22 12:16:00
3768,4462,2614,2024-03-15 03:02:00
3769,437,5923,2024-05-01 04:04:00
3770,2083,752,2024-10-10 03:26:00
3771,9988,4501,2024-05-31 17:33:00
3772,3424,2620,2024-08-01 17:18:00
3773,4729,3478,2024-10-28 18:00:00
3774,5585,5170,2024-11-10 06:24:00
3775,8735,5725,2024-01-16 02:24:00
3776,8134,5994,2024-09-04 17:41:00
3777,4163,2080,2024-02-03 00:10:00
3778,4328,2848,2024-05-19 04:22:00
3779,4590,266,2024-05-05 17:59:00
3780,5498,295,2024-10-23 06:34:00
3781,9996,3762,2024-01-23 23:12:00
3782,7328,5802,2024-06-28 16:05:00
3783,4818,348,2024-09-10 01:05:00
3784,1946,1854,2024-06-09 11:37:00
3785,6332,1656,2024-12-21 10:22:00
3786,8697,5209,2024-12-20 22:25:00
3787,1992,3946,2024-02-23 07:14:00
3788,7658,268,2024-02-13 18:17:00
3789,4917,1434,2024-09-05 13:08:00
3790,3731,105,2024-07-07 06:16:00
3791,6648,2424,2024-02-09 13:50:00
3792,9689,2091,2024-10-13 19:03:00
3793,7071,1788,2024-02-03 22:40:00
3794,5920,364,2024-09-21 12:39:00
3795,8087,3726,2024-11-05 16:55:00
3796,8815,1892,2024-02-23 16:48:00
3797,5920,159,2024-06-29 22:46:00
3798,777,263,2024-01-31 12:44:00
3799,3250,2339,2024-11-14 19:59:00
3800,7766,5778,2024-08-24 22:06:00
3801,5111,4792,2024-09-04 07:54:00
3802,2900,3924,2024-12-27 18:41:00
3803,79,5734,2024-09-09 05:32:00
3804,3485,4549,2024-10-31 08:14:00
3805,6581,2394,2024-07-24 23:21:00
3806,2492,922,2024-10-09 12:55:00
3807,5213,1411,2024-02-07 21:08:00
3808,2131,5829,2024-02-10 17:45:00
3809,7648,5778,2024-08-17 13:08:00
3810,744,828,2024-05-21 12:36:00
3811,4574,4668,2024-09-25 00:06:00
3812,9576,122,2024-05-25 07:53:00
3813,7894,62,2024-03-31 08:17:00
3814,8126,510,2024-01-25 22:24:00
3815,3596,2413,2024-08-06 17:20:00
3816,6754,4238,2024-06-19 16:40:00
3817,7522,4111,2024-12-10 14:02:00
3818,722,3028,2024-06-02 19:52:00
3819,9929,3010,2024-10-24 02:34:00
3820,984,4531,2024-03-03 12:17:00
3821,7802,2265,2024-06-12 05:29:00
3822,7132,711,2024-12-15 07:07:00
3823,986,3690,2024-02-18 11:53:00
3824,505,782,2024-12-03 07:40:00
3825,6353,5416,2024-06-07 11:46:00
3826,5835,4470,2024-10-28 08:30:00
3827,2535,3304,2024-03-17 18:58:00
3828,8929,3584,2024-02-25 21:57:00
3829,7154,2719,2024-11-18 01:37:00
3830,1244,117,2024-03-12 06:26:00
3831,242,4012,2024-04-03 01:02:00
3832,7638,1155,2024-12-14 18:08:00
3833,7835,3451,2024-02-26 23:42:00
3834,6582,1489,2024-02-28 02:20:00
3835,1095,2252,2024-04-24 20:13:00
3836,4087,5013,2024-03-26 06:42:00
3837,4362,4556,2024-01-14 12:12:00
3838,6090,281,2024-08-31 19:50:00
3839,1550,3818,2024-03-25 18:02:00
3840,1298,5687,2024-02-12 21:53:00
3841,8246,603,2024-12-06 18:34:00
3842,5156,2459,2024-12-24 23:09:00
3843,4311,2537,2024-01-15 09:42:00
3844,5039,1504,2024-07-19 17:11:00
3845,5668,1012,2024-05-22 22:30:00
3846,4844,654,2024-06-27 14:49:00
3847,643,2240,2024-04-16 03:47:00
3848,206,266,2024-05-17 23:34:00
3849,424,2516,2024-06-18 19:19:00
3850,6567,6023,2024-06-15 22:10:00
3851,317,2275,2024-09-11 14:32:00
3852,7949,72,2024-11-12 04:51:00
3853,7201,2178,2024-07-29 06:50:00
3854,2602,4914,2024-04-23 21:00:00
3855,6542,1319,2024-08-22 02:38:00
3856,1852,1927,2024-04-04 10:18:00
3857,3168,1700,2024-02-10 10:51:00
3858,3908,4557,2024-12-27 08:46:00
3859,4879,5165,2024-06-16 16:38:00
3860,5362,3586,2024-02-22 20:35:00
3861,4540,3153,2024-03-05 23:24:00
3862,1452,1465,2024-10-07 15:36:00
3863,3028,2369,2024-08-20 10:35:00
3864,286,3416,2024-09-28 00:02:00
3865,669,47,2024-10-04 19:10:00
3866,3414,5379,2024-07-07 08:46:00
3867,2702,2247,2024-09-20 05:38:00
3868,9211,4470,2024-02-23 14:59:00
3869,2691,2578,2024-08-03 06:09:00
3870,5596,2994,2024-07-23 01:07:00
3871,8216,4331,2024-08-24 18:49:00
3872,8082,3296,2024-10-12 01:56:00
3873,9466,3527,2024-08-18 20:37:00
3874,3304,373,2024-10-24 22:48:00
3875,3018,5310,2024-05-28 14:38:00
3876,5615,5243,2024-11-16 22:13:00
3877,5621,4185,2024-11-26 07:01:00
3878,1039,5653,2024-09-20 03:01:00
3879,839,4962,2024-07-21 01:24:00
3880,7138,2508,2024-11-18 19:10:00
3881,1343,3294,2024-05-06 03:07:00
3882,896,1308,2024-09-03 22:44:00
3883,3907,4411,2024-09-09 01:25:00
3884,1397,1046,2024-07-26 00:27:00
3885,7560,3928,2024-04-04 02:46:00
3886,6433,3233,2024-06-05 04:14:00
3887,4245,1672,2024-08-02 08:14:00
3888,9401,3689,2024-01-02 14:53:00
3889,2496,191,2024-08-24 13:39:00
3890,3983,5667,2024-01-25 07:18:00
3891,2739,1744,2024-09-06 04:04:00
3892,9113,3212,2024-11-12 07:05:00
3893,1609,4076,2024-09-03 13:01:00
3894,7177,5279,2024-05-26 03:11:00
3895,9325,352,2024-08-17 07:09:00
3896,2003,5360,2024-05-19 20:18:00
3897,7746,4054,2024-06-04 16:45:00
3898,9203,446,2024-11-25 21:23:00
3899,5042,2271,2024-02-07 22:29:00
3900,9084,1714,2024-10-21 17:22:00
3901,8092,2204,2024-08-02 06:44:00
3902,3108,573,2024-10-24 16:04:00
3903,4466,5979,2024-06-24 23:19:00
3904,7222,2962,2024-08-06 08:11:00
3905,4268,3659,2024-10-02 12:34:00
3906,8939,3689,2024-07-31 23:32:00
3907,2736,1178,2024-04-27 02:30:00
3908,132,4784,2024-04-09 23:39:00
3909,2872,792,2024-05-16 04:34:00
3910,9587,1603,2024-01-30 23:09:00
3911,101,4266,2024-08-18 21:32:00
3912,962,3544,2024-04-06 09:19:00
3913,9156,3742,2024-11-26 15:05:00
3914,3270,5912,2024-01-03 15:52:00
3915,8640,5269,2024-03-21 23:03:00
3916,1850,4303,2024-09-11 11:58:00
3917,5445,5075,2024-02-14 17:06:00
3918,6058,686,2024-10-14 21:47:00
3919,6315,4603,2024-08-28 12:56:00
3920,4012,2866,2024-08-22 22:52:00
3921,8904,2977,2024-03-28 15:08:00
3922,5682,2053,2024-05-21 05:23:00
3923,51,1621,2024-11-01 06:28:00
3924,876,2851,2024-01-11 11:29:00
3925,2747,722,2024-01-04 15:38:00
3926,6640,3922,2024-02-23 03:10:00
3927,8695,656,2024-01-23 09:54:00
3928,5395,55,2024-02-18 23:29:00
3929,9091,5846,2024-09-12 03:55:00
3930,636,1660,2024-09-27 18:26:00
3931,380,2029,2024-04-18 23:16:00
3932,4556,1583,2024-02-28 16:23:00
3933,1214,5194,2024-04-06 02:07:00
3934,6096,1677,2024-12-10 23:17:00
3935,7412,605,2024-06-05 05:37:00
3936,5510,2122,2024-07-22 16:02:00
3937,7244,3919,2024-11-01 03:30:00
3938,3966,5778,2024-11-03 02:52:00
3939,5017,4087,2024-04-11 12:08:00
3940,4118,1530,2024-11-19 02:57:00
3941,221,4486,2024-02-22 23:54:00
3942,2547,2226,2024-06-10 00:34:00
3943,5279,2279,2024-08-28 07:11:00
3944,6324,4239,2024-08-28 18:31:00
3945,1899,1647,2024-09-16 05:50:00
3946,6578,3102,2024-11-23 21:34:00
3947,5623,1059,2024-04-17 01:08:00
3948,6699,3450,2024-01-19 08:35:00
3949,7556,964,2024-10-26 08:04:00
3950,2873,3305,2024-02-26 20:04:00
3951,3497,2310,2024-10-27 02:28:00
3952,5343,3697,2024-09-13 17:05:00
3953,1978,665,2024-07-01 16:49:00
3954,3427,2507,2024-09-21 15:29:00
3955,5386,1155,2024-06-24 07:07:00
3956,8843,5107,2024-11-03 15:42:00
3957,9273,2132,2024-08-25 07:06:00
3958,8735,450,2024-07-19 04:31:00
3959,6056,3155,2024-10-13 17:22:00
3960,1614,1350,2024-11-09 09:11:00
3961,1136,1411,2024-02-04 06:03:00
3962,7247,5006,2024-05-17 05:41:00
3963,1934,1676,2024-05-06 03:29:00
3964,7922,142,2024-09-12 08:51:00
3965,9380,4398,2024-08-25 01:50:00
3966,3082,173,2024-06-13 16:19:00
3967,1079,3123,2024-03-26 20:56:00
3968,6089,2497,2024-09-09 18:50:00
3969,9247,3223,2024-01-16 10:05:00
3970,8593,470,2024-10-11 09:28:00
3971,7155,4953,2024-10-22 15:29:00
3972,5223,175,2024-01-25 05:58:00
3973,5252,4770,2024-06-09 00:15:00
3974,7013,3373,2024-03-23 00:38:00
3975,3295,207,2024-10-07 02:25:00
3976,4401,842,2024-07-16 13:15:00
3977,6343,4244,2024-06-18 04:09:00
3978,9642,2994,2024-06-21 17:27:00
3979,2999,698,2024-09-13 09:12:00
3980,8158,4249,2024-10-21 04:46:00
3981,9135,803,2024-01-12 21:38:00
3982,8962,3097,2024-08-31 04:55:00
3983,2969,2874,2024-04-06 18:29:00
3984,4836,4942,2024-03-11 17:53:00
3985,1341,1775,2024-06-14 23:43:00
3986,6466,268,2024-10-26 09:05:00
3987,4805,3410,2024-07-04 23:28:00
3988,6233,2198,2024-07-13 19:12:00
3989,87,3819,2024-11-20 21:33:00
3990,4248,4931,2024-10-13 18:01:00
3991,1743,366,2024-01-10 20:19:00
3992,6620,1386,2024-07-06 21:26:00
3993,3784,988,2024-02-01 12:55:00
3994,7057,1816,2024-09-02 16:59:00
3995,5798,3092,2024-07-24 21:04:00
3996,4406,4420,2024-09-18 00:38:00
3997,3367,909,2024-11-22 10:37:00
3998,4982,2188,2024-11-02 13:36:00
3999,8797,5312,2024-04-29 03:33:00
4000,2599,5419,2024-08-21 01:41:00
4001,1630,3436,2024-01-07 20:01:00
4002,5859,2547,2024-08-11 14:10:00
4003,3589,2852,2024-03-06 01:46:00
4004,7325,3002,2024-12-08 10:29:00
4005,327,4014,2024-12-20 05:51:00
4006,2287,5942,2024-10-03 21:39:00
4007,4331,3996,2024-09-13 06:12:00
4008,2314,4828,2024-02-18 06:33:00
4009,2463,599,2024-08-15 23:31:00
4010,6444,1937,2024-10-28 17:17:00
4011,1450,4430,2024-02-03 19:20:00
4012,7696,2844,2024-12-30 16:33:00
4013,3857,3845,2024-02-28 13:59:00
4014,2874,871,2024-08-19 17:44:00
4015,2793,494,2024-06-29 09:48:00
4016,9043,458,2024-04-09 23:10:00
4017,5779,1269,2024-11-02 17:30:00
4018,2216,4402,2024-06-18 01:19:00
4019,545,3044,2024-12-30 14:40:00
4020,7608,1614,2024-06-24 07:11:00
4021,3255,2476,2024-01-13 00:59:00
4022,7899,3973,2024-09-30 06:29:00
4023,8355,3114,2024-06-26 09:27:00
4024,9449,3134,2024-12-01 23:43:00
4025,446,1775,2024-07-25 13:59:00
4026,4766,4900,2024-01-21 19:04:00
4027,5871,587,2024-03-27 12:42:00
4028,4851,34,2024-08-01 02:00:00
4029,2268,2802,2024-11-04 09:13:00
4030,2481,4158,2024-03-04 11:18:00
4031,2284,1896,2024-03-04 00:56:00
4032,1566,5988,2024-11-16 16:58:00
4033,422,599,2024-03-15 20:27:00
4034,7436,5785,2024-04-18 13:55:00
4035,1197,202,2024-04-29 22:48:00
4036,1008,1685,2024-02-12 05:53:00
4037,3472,3453,2024-12-22 23:36:00
4038,6349,1506,2024-04-26 14:31:00
4039,1067,2211,2024-09-11 23:32:00
4040,6885,1049,2024-11-15 12:15:00
4041,889,510,2024-07-04 01:02:00
4042,5108,3057,2024-10-10 18:06:00
4043,4458,5647,2024-08-21 14:12:00
4044,3446,4289,2024-08-25 04:51:00
4045,1940,4386,2024-06-23 19:18:00
4046,9706,5935,2024-09-21 14:19:00
4047,6667,4602,2024-02-17 00:43:00
4048,3871,4506,2024-09-22 00:15:00
4049,6604,4474,2024-12-01 13:49:00
4050,7777,1561,2024-10-04 22:52:00
4051,7937,4134,2024-09-27 12:49:00
4052,9699,3779,2024-10-23 00:42:00
4053,1761,4134,2024-01-07 12:50:00
4054,3149,3051,2024-05-03 02:38:00
4055,6600,624,2024-04-07 12:57:00
4056,8322,3569,2024-08-26 09:24:00
4057,3230,1025,2024-01-24 07:27:00
4058,6475,1726,2024-07-07 23:31:00
4059,4988,2826,2024-05-06 03:31:00
4060,5103,3171,2024-11-18 10:18:00
4061,8944,5501,2024-02-21 15:27:00
4062,2295,5588,2024-04-20 23:47:00
4063,5327,4753,2024-07-01 16:16:00
4064,5896,5683,2024-07-30 08:51:00
4065,2281,3982,2024-10-31 21:45:00
4066,7806,1503,2024-12-25 09:40:00
4067,3908,3743,2024-10-16 20:50:00
4068,6729,3482,2024-03-02 23:35:00
4069,7659,3431,2024-10-06 01:25:00
4070,737,2074,2024-06-30 05:27:00
4071,8481,3535,2024-01-02 06:30:00
4072,3492,5129,2024-10-08 07:57:00
4073,8918,5393,2024-07-19 02:16:00
4074,3443,1494,2024-01-13 01:47:00
4075,4572,2273,2024-12-27 03:09:00
4076,5375,1831,2024-04-01 06:00:00
4077,8371,1315,2024-02-20 20:39:00
4078,4864,4330,2024-04-23 04:32:00
4079,3374,5212,2024-05-09 05:05:00
4080,4183,5890,2024-02-20 22:48:00
4081,1388,3563,2024-03-26 21:14:00
4082,5990,701,2024-02-15 09:59:00
4083,2027,4522,2024-08-11 15:15:00
4084,9519,5048,2024-08-29 23:24:00
4085,8379,4194,2024-10-26 03:52:00
4086,4449,5723,2024-09-18 20:02:00
4087,3941,2724,2024-11-21 17:55:00
4088,1315,985,2024-09-20 13:19:00
4089,1705,3453,2024-03-24 22:32:00
4090,5011,1062,2024-01-12 19:01:00
4091,4154,2711,2024-03-06 21:31:00
4092,3404,2555,2024-09-17 16:07:00
4093,6439,1497,2024-12-14 11:16:00
4094,7395,735,2024-01-24 17:36:00
4095,8839,5392,2024-04-10 19:42:00
4096,9183,5294,2024-09-10 11:54:00
4097,8557,3009,2024-04-14 03:56:00
4098,2657,4651,2024-08-29 09:46:00
4099,5104,1477,2024-10-12 23:41:00
4100,7543,5537,2024-08-15 16:21:00
4101,5787,2631,2024-08-27 20:35:00
4102,8673,2733,2024-08-09 07:34:00
4103,1149,5533,2024-11-05 03:39:00
4104,3569,3767,2024-02-03 03:43:00
4105,9553,1945,2024-02-23 14:29:00
4106,7167,78,2024-12-18 15:26:00
4107,5698,5902,2024-03-21 14:45:00
4108,2627,1538,2024-07-01 00:36:00
4109,9719,384,2024-09-22 07:53:00
4110,1701,637,2024-03-28 08:25:00
4111,6702,4971,2024-01-11 19:44:00
4112,3237,5934,2024-01-30 10:06:00
4113,9305,894,2024-11-24 18:50:00
4114,1505,3665,2024-05-16 23:29:00
4115,2188,3091,2024-06-26 15:56:00
4116,9438,49,2024-11-14 16:57:00
4117,7741,2175,2024-01-25 10:55:00
4118,744,5996,2024-11-06 15:29:00
4119,8182,1537,2024-09-20 09:06:00
4120,3226,3357,2024-07-24 21:30:00
4121,4526,2152,2024-03-12 22:48:00
4122,3768,1864,2024-05-02 20:32:00
4123,1225,3582,2024-02-29 23:31:00
4124,5271,2594,2024-03-20 01:01:00
4125,9257,3422,2024-12-01 08:25:00
4126,9824,1357,2024-01-17 14:04:00
4127,7317,3379,2024-11-06 21:31:00
4128,9175,4173,2024-07-02 23:49:00
4129,3593,4590,2024-12-16 06:56:00
4130,5253,4063,2024-12-11 21:29:00
4131,1373,1673,2024-12-17 21:22:00
4132,358,5589,2024-01-04 04:37:00
4133,9839,750,2024-09-02 17:56:00
4134,2468,3169,2024-03-09 09:27:00
4135,1459,3259,2024-05-06 15:11:00
4136,9833,253,2024-10-16 23:47:00
4137,1914,3672,2024-08-15 12:37:00
4138,4600,5328,2024-11-13 07:18:00
4139,1553,1352,2024-12-20 18:49:00
4140,6608,5198,2024-10-02 16:43:00
4141,3992,1259,2024-11-27 00:37:00
4142,31,495,2024-12-05 19:42:00
4143,8829,5521,2024-10-04 03:15:00
4144,1669,3342,2024-08-03 12:55:00
4145,1619,2377,2024-06-09 14:48:00
4146,7948,4687,2024-09-16 10:45:00
4147,4430,4823,2024-03-19 09:05:00
4148,6040,5432,2024-12-05 11:01:00
4149,9861,4344,2024-11-21 13:13:00
4150,124,4840,2024-11-03 21:05:00
4151,8217,5627,2024-11-22 09:28:00
4152,1140,5616,2024-11-07 15:55:00
4153,1277,4469,2024-08-28 08:43:00
4154,1045,5557,2024-06-29 20:50:00
4155,9876,5519,2024-12-07 20:19:00
4156,3062,386,2024-01-01 18:33:00
4157,8193,2877,2024-05-13 13:38:00
4158,7405,3858,2024-03-01 14:55:00
4159,149,55,2024-05-28 12:11:00
4160,8963,3485,2024-03-27 10:18:00
4161,307,5217,2024-03-26 20:24:00
4162,5018,3903,2024-02-02 18:50:00
4163,5469,4528,2024-10-27 05:22:00
4164,8020,4886,2024-08-25 23:45:00
4165,6933,1096,2024-05-07 23:23:00
4166,2371,3867,2024-05-10 19:57:00
4167,6997,1729,2024-05-07 07:36:00
4168,5373,1209,2024-10-04 22:42:00
4169,8047,3882,2024-03-19 12:21:00
4170,5442,1661,2024-03-08 18:28:00
4171,2096,269,2024-09-27 03:29:00
4172,7838,2783,2024-09-24 16:53:00
4173,8352,1422,2024-03-18 00:47:00
4174,8363,5470,2024-02-26 00:01:00
4175,7010,1449,2024-07-10 14:08:00
4176,2031,256,2024-05-03 10:28:00
4177,6651,1733,2024-07-17 18:15:00
4178,7576,950,2024-04-18 09:41:00
4179,1052,828,2024-06-15 04:30:00
4180,4163,4860,2024-01-13 12:00:00
4181,3746,4437,2024-02-23 04:12:00
4182,3451,5036,2024-12-04 20:55:00
4183,3444,69,2024-05-13 02:49:00
4184,5363,5584,2024-01-27 22:20:00
4185,7068,4811,2024-08-29 17:14:00
4186,1676,5933,2024-03-23 18:29:00
4187,9760,5975,2024-05-07 07:13:00
4188,5995,5154,2024-06-02 11:06:00
4189,559,3541,2024-10-22 16:37:00
4190,3283,4503,2024-12-27 09:13:00
4191,1849,5997,2024-07-07 09:00:00
4192,2116,1030,2024-09-24 00:25:00
4193,1734,3403,2024-01-16 14:01:00
4194,9158,3931,2024-04-18 00:22:00
4195,7100,998,2024-11-23 03:08:00
4196,2351,1517,2024-08-22 09:14:00
4197,2317,1789,2024-01-27 15:56:00
4198,2144,2966,2024-03-14 23:14:00
4199,6371,3259,2024-04-28 09:34:00
4200,5812,2218,2024-01-16 18:16:00
4201,9229,2876,2024-02-25 10:16:00
4202,1489,875,2024-06-20 22:35:00
4203,2854,2242,2024-10-14 16:43:00
4204,4747,4256,2024-12-27 17:57:00
4205,6552,1627,2024-11-23 04:08:00
4206,5898,4845,2024-08-13 10:29:00
4207,6711,4490,2024-11-10 20:22:00
4208,3675,4689,2024-02-28 18:19:00
4209,3322,368,2024-07-19 08:55:00
4210,742,5546,2024-04-14 17:38:00
4211,3042,3569,2024-12-15 01:13:00
4212,6962,1552,2024-02-03 13:57:00
4213,8443,2152,2024-01-25 00:37:00
4214,4199,956,2024-08-07 15:50:00
4215,6361,175,2024-10-01 19:25:00
4216,3718,4286,2024-02-13 21:15:00
4217,3822,4652,2024-05-19 03:37:00
4218,8382,255,2024-06-27 12:34:00
4219,8314,1226,2024-09-06 07:11:00
4220,1913,3196,2024-03-01 04:17:00
4221,4772,5924,2024-03-27 07:50:00
4222,1965,2733,2024-07-11 17:22:00
4223,8678,1629,2024-07-13 11:27:00
4224,4570,1804,2024-09-30 10:34:00
4225,2169,4609,2024-07-28 09:59:00
4226,2532,4016,2024-06-23 14:05:00
4227,7043,5146,2024-09-27 00:11:00
4228,3685,2723,2024-01-11 08:41:00
