lesson_id,lesson_name,course_id,duration
1089,Intro 3,927,21
1090,Basics 16,602,56
1091,Case Study 2,549,42
1092,Assessment Prep 6,777,87
1093,Project 18,828,64
1094,Case Study 2,967,39
1095,Basics 8,388,60
1096,Project 6,177,61
1097,Assessment Prep 11,352,67
1098,Basics 9,191,47
1099,Project 5,589,38
1100,Case Study 19,215,44
1101,Basics 2,723,75
1102,Intro 11,839,73
1103,Project 18,233,51
1104,Hands-on 11,1019,90
1105,Basics 15,277,73
1106,Hands-on 15,380,88
1107,Project 1,249,35
1108,Intro 19,768,48
1109,Hands-on 7,661,82
1110,Basics 7,630,41
1111,Project 14,839,61
1112,Project 1,361,25
1113,Advanced 10,765,49
1114,Intro 2,755,32
1115,Basics 8,1004,64
1116,Intro 16,370,27
1117,Hands-on 20,982,78
1118,Assessment Prep 9,626,50
1119,Advanced 7,525,56
1120,Advanced 17,740,51
1121,Advanced 12,861,32
1122,Basics 7,250,68
1123,Advanced 14,232,65
1124,Basics 8,1019,76
1125,Case Study 7,621,57
1126,Hands-on 8,177,60
1127,Advanced 9,951,60
1128,Hands-on 2,796,40
1129,Advanced 1,783,30
1130,Assessment Prep 19,509,49
1131,Case Study 16,844,44
1132,Hands-on 11,403,42
1133,Hands-on 16,838,51
1134,Advanced 2,967,80
1135,Assessment Prep 20,522,62
1136,Basics 6,396,41
1137,Case Study 11,143,59
1138,Advanced 16,255,85
1139,Intro 9,256,20
1140,Hands-on 15,378,54
1141,Case Study 2,625,53
1142,Assessment Prep 20,571,56
1143,Advanced 10,643,78
1144,Case Study 8,570,69
1145,Project 19,137,55
1146,Advanced 11,947,51
1147,Assessment Prep 17,186,66
1148,Assessment Prep 1,215,72
1149,Assessment Prep 10,233,90
1150,Intro 15,596,60
1151,Hands-on 18,937,27
1152,Case Study 17,813,79
1153,Basics 18,569,85
1154,Basics 18,465,50
1155,Assessment Prep 4,554,69
1156,Project 17,164,42
1157,Hands-on 2,523,74
1158,Project 18,492,73
1159,Basics 19,415,39
1160,Intro 5,263,21
1161,Hands-on 1,433,66
1162,Assessment Prep 18,399,77
1163,Basics 15,403,50
1164,Intro 20,1000,70
1165,Hands-on 13,823,75
1166,Intro 20,154,88
1167,Assessment Prep 17,989,22
1168,Advanced 12,439,47
1169,Assessment Prep 13,89,52
1170,Intro 2,353,60
1171,Project 9,1018,60
1172,Assessment Prep 16,672,69
1173,Advanced 10,435,80
1174,Intro 1,224,65
1175,Intro 1,698,35
1176,Hands-on 13,336,88
1177,Assessment Prep 13,300,26
1178,Project 2,647,32
1179,Hands-on 11,941,27
1180,Intro 20,365,63
1181,Hands-on 16,124,54
1182,Assessment Prep 3,442,32
1183,Hands-on 20,668,59
1184,Hands-on 6,477,22
1185,Advanced 6,259,74
1186,Intro 4,803,76
1187,Assessment Prep 1,119,58
1188,Assessment Prep 6,629,64
1189,Hands-on 17,72,55
1190,Intro 3,183,40
1191,Hands-on 3,801,55
1192,Project 6,564,36
1193,Assessment Prep 5,890,66
1194,Basics 19,745,63
1195,Intro 9,810,79
1196,Advanced 11,656,68
1197,Intro 12,720,57
1198,Assessment Prep 12,415,63
1199,Advanced 3,744,41
1200,Assessment Prep 4,392,42
1201,Case Study 4,856,38
1202,Basics 2,622,40
1203,Advanced 14,771,75
1204,Advanced 6,580,45
1205,Hands-on 15,121,35
1206,Assessment Prep 17,436,29
1207,Assessment Prep 16,789,23
1208,Hands-on 11,136,89
1209,Project 11,629,26
1210,Advanced 17,448,82
1211,Basics 11,958,31
1212,Case Study 2,177,31
1213,Basics 7,527,34
1214,Basics 12,479,49
1215,Case Study 12,628,21
1216,Project 14,71,81
1217,Basics 5,371,65
1218,Intro 20,345,32
1219,Advanced 2,584,34
1220,Basics 19,500,74
1221,Assessment Prep 7,794,25
1222,Case Study 11,636,25
1223,Intro 13,341,59
1224,Assessment Prep 12,232,60
1225,Intro 4,383,80
1226,Project 17,828,77
1227,Basics 19,641,49
1228,Project 18,861,37
1229,Case Study 15,318,84
1230,Hands-on 1,392,29
1231,Intro 3,702,51
1232,Assessment Prep 7,181,57
1233,Assessment Prep 20,764,30
1234,Project 14,429,85
1235,Project 15,37,60
1236,Basics 7,540,25
1237,Case Study 8,295,30
1238,Hands-on 10,304,64
1239,Assessment Prep 8,472,65
1240,Case Study 4,282,70
1241,Assessment Prep 14,460,77
1242,Hands-on 7,990,66
1243,Hands-on 13,96,28
1244,Basics 18,476,24
1245,Advanced 5,987,67
1246,Case Study 9,504,62
1247,Assessment Prep 15,781,38
1248,Hands-on 12,1003,87
1249,Advanced 8,553,41
1250,Case Study 3,716,41
1251,Basics 11,1026,76
1252,Intro 12,577,38
1253,Basics 4,720,24
1254,Intro 1,806,26
1255,Advanced 2,730,78
1256,Advanced 17,771,21
1257,Case Study 11,922,50
1258,Case Study 4,512,71
1259,Hands-on 2,684,55
1260,Advanced 10,72,25
1261,Project 6,521,36
1262,Project 12,134,49
1263,Basics 8,536,31
1264,Advanced 14,951,54
1265,Case Study 3,246,54
1266,Advanced 2,887,77
1267,Project 7,208,29
1268,Basics 10,709,20
1269,Hands-on 8,156,22
1270,Assessment Prep 15,550,75
1271,Assessment Prep 2,860,50
1272,Hands-on 1,919,86
1273,Project 6,231,26
1274,Case Study 15,437,42
1275,Intro 3,62,51
1276,Case Study 11,740,62
1277,Case Study 3,656,53
1278,Basics 13,617,31
1279,Assessment Prep 7,873,86
1280,Advanced 17,734,78
1281,Assessment Prep 2,46,47
1282,Intro 16,177,87
1283,Basics 7,209,46
1284,Hands-on 8,679,59
1285,Intro 1,420,83
1286,Hands-on 19,412,71
1287,Project 17,388,28
1288,Basics 4,930,31
1289,Project 17,65,79
1290,Project 17,747,39
1291,Assessment Prep 18,131,20
1292,Advanced 13,705,53
1293,Case Study 2,945,28
1294,Project 15,448,20
1295,Intro 3,457,68
1296,Intro 16,873,38
1297,Intro 17,478,34
1298,Assessment Prep 11,128,81
1299,Project 20,927,55
1300,Advanced 2,150,87
1301,Hands-on 14,950,26
1302,Hands-on 13,891,30
1303,Case Study 19,821,73
1304,Case Study 11,103,51
1305,Basics 16,343,33
1306,Assessment Prep 15,621,86
1307,Project 8,576,43
1308,Project 13,854,31
1309,Assessment Prep 18,51,62
1310,Advanced 11,641,29
1311,Hands-on 19,381,50
1312,Basics 14,606,70
1313,Project 8,439,50
1314,Assessment Prep 3,340,66
1315,Hands-on 6,326,28
1316,Assessment Prep 6,248,52
1317,Basics 5,768,41
1318,Project 11,777,62
1319,Intro 4,602,36
1320,Assessment Prep 15,82,60
1321,Assessment Prep 3,828,90
1322,Basics 9,458,21
1323,Case Study 11,198,57
1324,Advanced 9,435,85
1325,Basics 12,950,31
1326,Assessment Prep 1,433,47
1327,Intro 6,655,37
1328,Advanced 10,486,27
1329,Intro 16,366,29
1330,Assessment Prep 18,273,62
1331,Intro 2,65,86
1332,Case Study 8,337,79
1333,Assessment Prep 1,909,52
1334,Advanced 5,490,73
1335,Hands-on 2,309,61
1336,Project 13,607,55
1337,Hands-on 12,1028,69
1338,Basics 6,387,70
1339,Basics 11,272,38
1340,Assessment Prep 11,269,54
1341,Hands-on 17,916,83
1342,Hands-on 10,209,53
1343,Assessment Prep 15,851,87
1344,Advanced 10,705,60
1345,Assessment Prep 8,938,28
1346,Assessment Prep 13,525,36
1347,Advanced 1,71,39
1348,Project 4,439,71
1349,Project 7,692,35
1350,Hands-on 5,476,68
1351,Project 20,544,28
1352,Case Study 10,699,48
1353,Intro 7,572,41
1354,Project 3,215,89
1355,Basics 18,252,76
1356,Intro 13,210,67
1357,Project 16,92,77
1358,Hands-on 20,112,59
1359,Advanced 10,550,75
1360,Assessment Prep 12,573,80
1361,Assessment Prep 20,764,76
1362,Advanced 12,701,51
1363,Intro 18,44,80
1364,Project 3,720,40
1365,Advanced 19,96,37
1366,Basics 9,857,89
1367,Advanced 19,148,68
1368,Project 1,717,24
1369,Intro 2,366,81
1370,Assessment Prep 7,796,78
1371,Basics 15,478,60
1372,Case Study 3,230,71
1373,Hands-on 14,190,60
1374,Hands-on 15,468,76
1375,Basics 17,460,81
1376,Project 5,154,32
1377,Assessment Prep 3,154,51
1378,Intro 7,363,70
1379,Advanced 11,913,85
1380,Basics 11,543,72
1381,Project 5,914,52
1382,Assessment Prep 14,601,68
1383,Project 5,792,90
1384,Assessment Prep 17,972,75
1385,Hands-on 5,899,39
1386,Assessment Prep 18,343,78
1387,Hands-on 12,889,34
1388,Basics 14,766,63
1389,Hands-on 13,634,88
1390,Basics 8,166,74
1391,Project 2,58,86
1392,Project 20,669,35
1393,Hands-on 7,982,68
1394,Basics 13,291,48
1395,Intro 17,955,54
1396,Project 11,568,78
1397,Hands-on 15,954,69
1398,Case Study 11,1010,40
1399,Case Study 6,322,79
1400,Assessment Prep 14,291,52
1401,Hands-on 19,509,66
1402,Assessment Prep 14,58,44
1403,Assessment Prep 12,483,90
1404,Intro 11,791,51
1405,Basics 9,810,70
1406,Project 4,133,54
1407,Advanced 19,150,83
1408,Hands-on 10,59,47
1409,Intro 8,541,42
1410,Intro 2,708,28
1411,Advanced 18,255,80
1412,Advanced 15,697,66
1413,Project 18,200,58
1414,Basics 2,932,55
1415,Assessment Prep 1,203,31
1416,Case Study 13,760,84
1417,Advanced 10,750,20
1418,Advanced 2,53,60
1419,Basics 13,383,74
1420,Case Study 2,303,61
1421,Hands-on 9,31,58
1422,Intro 7,561,34
1423,Advanced 5,147,52
1424,Assessment Prep 15,209,68
1425,Case Study 8,929,30
1426,Intro 13,901,20
1427,Assessment Prep 13,839,87
1428,Project 17,457,85
1429,Case Study 17,904,28
1430,Hands-on 13,161,69
1431,Intro 10,465,56
1432,Case Study 2,424,65
1433,Case Study 18,977,23
1434,Project 17,62,75
1435,Basics 9,767,49
1436,Case Study 16,246,85
1437,Basics 10,401,29
1438,Advanced 4,334,55
1439,Advanced 13,774,51
1440,Project 15,189,34
1441,Advanced 9,278,36
1442,Intro 4,75,68
1443,Assessment Prep 6,864,62
1444,Advanced 11,613,24
1445,Advanced 4,498,68
1446,Hands-on 5,191,83
1447,Intro 8,399,71
1448,Hands-on 6,898,42
1449,Intro 19,639,73
1450,Case Study 12,418,68
1451,Intro 6,208,61
1452,Case Study 13,302,63
1453,Advanced 4,698,74
1454,Case Study 1,457,62
1455,Advanced 11,228,22
1456,Intro 3,558,83
1457,Case Study 14,421,53
1458,Project 5,42,23
1459,Assessment Prep 8,975,73
1460,Intro 18,486,70
1461,Basics 16,812,29
1462,Assessment Prep 17,824,87
1463,Case Study 13,212,89
1464,Hands-on 10,670,42
1465,Hands-on 6,772,27
1466,Advanced 17,446,72
1467,Intro 15,448,65
1468,Hands-on 4,519,63
1469,Assessment Prep 11,568,46
1470,Hands-on 5,169,70
1471,Basics 9,917,64
1472,Project 11,673,63
1473,Case Study 8,204,32
1474,Case Study 7,898,76
1475,Basics 17,603,29
1476,Project 4,344,52
1477,Advanced 18,685,53
1478,Hands-on 2,418,32
1479,Assessment Prep 3,648,81
1480,Intro 14,614,40
1481,Assessment Prep 16,543,57
1482,Hands-on 9,864,83
1483,Basics 7,474,77
1484,Project 17,574,85
1485,Case Study 10,472,81
1486,Advanced 16,274,54
1487,Project 14,650,37
1488,Case Study 16,785,20
1489,Basics 13,398,62
1490,Case Study 5,887,75
1491,Case Study 8,169,69
1492,Case Study 8,444,36
1493,Intro 3,421,51
1494,Intro 14,988,70
1495,Advanced 1,852,65
1496,Assessment Prep 20,665,57
1497,Basics 10,537,41
1498,Project 13,1027,54
1499,Basics 13,422,63
1500,Basics 3,761,63
1501,Project 20,299,26
1502,Project 2,945,82
1503,Assessment Prep 2,932,79
1504,Advanced 4,133,61
1505,Hands-on 8,130,22
1506,Advanced 14,682,23
1507,Case Study 8,40,73
1508,Intro 5,103,47
1509,Assessment Prep 5,913,74
1510,Advanced 20,420,62
1511,Advanced 14,526,67
1512,Basics 10,59,54
1513,Intro 16,537,84
1514,Basics 17,134,54
1515,Hands-on 17,153,49
1516,Advanced 1,386,75
1517,Advanced 7,276,74
1518,Hands-on 13,212,24
1519,Basics 14,490,50
1520,Hands-on 15,807,49
1521,Intro 10,627,34
1522,Intro 7,776,41
1523,Case Study 8,62,68
1524,Intro 11,630,62
1525,Case Study 10,354,46
1526,Hands-on 11,894,58
1527,Project 4,170,56
1528,Assessment Prep 16,671,67
1529,Assessment Prep 15,375,57
1530,Hands-on 5,424,46
1531,Basics 15,765,26
1532,Basics 16,225,62
1533,Hands-on 6,220,71
1534,Advanced 14,155,90
1535,Intro 20,211,64
1536,Hands-on 1,535,24
1537,Hands-on 11,447,75
1538,Case Study 7,142,26
1539,Basics 17,189,86
1540,Project 19,755,53
1541,Hands-on 8,709,53
1542,Hands-on 15,177,60
1543,Basics 20,504,59
1544,Advanced 15,533,35
1545,Hands-on 10,45,38
1546,Basics 9,400,86
1547,Hands-on 14,245,82
1548,Advanced 5,499,77
1549,Advanced 7,971,71
1550,Advanced 2,615,55
1551,Hands-on 11,962,77
1552,Case Study 10,170,76
1553,Assessment Prep 16,906,54
1554,Intro 8,594,33
1555,Basics 9,206,79
1556,Case Study 20,419,23
1557,Intro 15,85,28
1558,Assessment Prep 7,444,58
1559,Assessment Prep 18,603,74
1560,Advanced 13,513,85
1561,Assessment Prep 12,767,52
1562,Advanced 16,257,55
1563,Advanced 19,291,57
1564,Advanced 2,193,20
1565,Project 13,936,64
1566,Project 17,732,49
1567,Basics 5,207,22
1568,Assessment Prep 11,359,54
1569,Hands-on 1,920,71
1570,Case Study 12,718,49
1571,Basics 16,1020,50
1572,Case Study 9,621,80
1573,Assessment Prep 3,515,45
1574,Hands-on 12,764,40
1575,Assessment Prep 3,521,83
1576,Basics 8,541,73
1577,Hands-on 6,263,59
1578,Project 7,210,86
1579,Assessment Prep 19,890,21
1580,Project 1,221,30
1581,Intro 17,148,32
1582,Advanced 7,598,47
1583,Basics 14,49,81
1584,Project 16,376,39
1585,Case Study 6,904,70
1586,Basics 3,493,61
1587,Project 11,763,57
1588,Assessment Prep 6,283,23
1589,Project 14,224,20
1590,Intro 13,255,77
1591,Case Study 13,802,25
1592,Hands-on 4,424,80
1593,Intro 17,204,73
1594,Hands-on 9,787,21
1595,Project 3,271,63
1596,Project 4,604,58
1597,Intro 18,364,46
1598,Advanced 11,71,46
1599,Intro 20,55,34
1600,Project 20,825,20
1601,Hands-on 12,316,71
1602,Basics 11,949,33
1603,Basics 18,852,45
1604,Basics 17,278,62
1605,Project 13,267,51
1606,Advanced 2,979,57
1607,Project 2,598,67
1608,Assessment Prep 3,629,81
1609,Basics 2,179,30
1610,Case Study 13,775,74
1611,Assessment Prep 14,557,85
1612,Advanced 18,1009,59
1613,Advanced 7,92,50
1614,Basics 10,394,81
1615,Project 16,846,37
1616,Assessment Prep 11,657,24
1617,Basics 15,773,34
1618,Basics 18,571,61
1619,Assessment Prep 20,45,78
1620,Hands-on 11,774,82
1621,Advanced 12,658,61
1622,Intro 5,146,45
1623,Case Study 1,184,72
1624,Intro 11,214,31
1625,Assessment Prep 16,672,90
1626,Basics 14,838,45
1627,Advanced 2,650,85
1628,Intro 1,941,29
1629,Basics 16,562,61
1630,Intro 10,404,89
1631,Hands-on 2,321,39
1632,Intro 14,446,88
1633,Case Study 20,956,61
1634,Project 5,99,90
1635,Assessment Prep 18,791,59
1636,Advanced 14,164,44
1637,Basics 6,292,63
1638,Intro 1,34,70
1639,Hands-on 4,965,69
1640,Assessment Prep 8,322,71
1641,Advanced 4,41,30
1642,Basics 18,370,31
1643,Advanced 10,678,69
1644,Hands-on 16,775,20
1645,Advanced 9,707,22
1646,Hands-on 16,453,34
1647,Assessment Prep 3,828,72
1648,Hands-on 4,693,35
1649,Assessment Prep 7,724,49
1650,Assessment Prep 15,763,58
1651,Assessment Prep 4,173,47
1652,Project 14,995,28
1653,Project 2,80,56
1654,Hands-on 14,546,84
1655,Basics 17,41,85
1656,Assessment Prep 8,743,47
1657,Case Study 3,817,31
1658,Hands-on 13,296,37
1659,Hands-on 20,101,36
1660,Intro 18,287,63
1661,Advanced 3,991,40
1662,Basics 5,816,66
1663,Intro 18,537,23
1664,Intro 17,507,34
1665,Case Study 7,997,65
1666,Basics 7,515,20
1667,Basics 4,670,86
1668,Project 13,205,54
1669,Intro 11,1024,41
1670,Intro 20,495,21
1671,Case Study 10,366,66
1672,Advanced 2,263,36
1673,Case Study 5,435,79
1674,Intro 13,650,37
1675,Advanced 20,1006,31
1676,Intro 19,232,30
1677,Basics 13,234,77
1678,Assessment Prep 7,976,32
1679,Project 6,476,62
1680,Intro 6,325,89
1681,Hands-on 7,472,53
1682,Project 20,621,84
1683,Advanced 6,640,90
1684,Intro 14,183,74
1685,Advanced 13,1003,36
1686,Intro 8,271,24
1687,Project 11,422,89
1688,Project 4,389,38
1689,Case Study 18,700,87
1690,Basics 7,716,86
1691,Assessment Prep 5,639,40
1692,Project 12,593,59
1693,Advanced 2,1027,83
1694,Assessment Prep 2,372,65
1695,Basics 18,66,47
1696,Intro 17,203,69
1697,Intro 16,442,62
1698,Hands-on 19,346,79
1699,Assessment Prep 12,362,77
1700,Intro 18,460,53
1701,Basics 12,1010,55
1702,Project 15,500,75
1703,Intro 2,577,30
1704,Intro 19,922,50
1705,Hands-on 1,737,90
1706,Basics 18,205,64
1707,Basics 14,748,76
1708,Advanced 17,989,79
1709,Case Study 8,365,44
1710,Case Study 1,871,72
1711,Project 13,676,75
1712,Hands-on 16,907,37
1713,Assessment Prep 12,184,72
1714,Project 6,269,44
1715,Basics 13,107,72
1716,Advanced 12,702,35
1717,Project 8,499,27
1718,Project 19,72,86
1719,Project 15,813,89
1720,Hands-on 17,784,42
1721,Intro 13,76,82
1722,Basics 14,205,48
1723,Intro 18,322,45
1724,Assessment Prep 5,935,50
1725,Intro 5,600,20
1726,Project 1,840,22
1727,Basics 20,273,84
1728,Assessment Prep 13,203,83
1729,Hands-on 20,552,52
1730,Intro 15,470,41
1731,Basics 1,528,52
1732,Hands-on 16,428,78
1733,Intro 11,946,90
1734,Hands-on 6,905,66
1735,Hands-on 16,530,52
1736,Basics 5,131,49
1737,Case Study 1,612,21
1738,Basics 4,197,87
1739,Project 4,829,62
1740,Hands-on 16,598,26
1741,Case Study 15,344,37
1742,Hands-on 16,343,90
1743,Project 12,951,70
1744,Case Study 17,463,82
1745,Intro 12,791,61
1746,Case Study 15,768,29
1747,Advanced 3,251,80
1748,Hands-on 16,565,87
1749,Project 16,748,23
1750,Advanced 4,605,67
1751,Project 19,120,76
1752,Assessment Prep 6,518,47
1753,Basics 14,1025,21
1754,Intro 8,547,74
1755,Case Study 20,681,75
1756,Project 1,857,39
1757,Case Study 17,44,24
1758,Case Study 12,747,49
1759,Advanced 16,477,25
1760,Hands-on 1,149,68
1761,Case Study 3,65,38
1762,Intro 8,1009,39
1763,Basics 14,506,57
1764,Intro 17,251,42
1765,Advanced 13,954,89
1766,Project 3,699,42
1767,Hands-on 4,686,68
1768,Advanced 15,685,24
1769,Case Study 16,279,52
1770,Project 2,673,30
1771,Advanced 9,1009,76
1772,Assessment Prep 8,871,67
1773,Basics 11,920,31
1774,Advanced 3,70,75
1775,Basics 16,614,68
1776,Hands-on 5,320,42
1777,Intro 6,803,39
1778,Hands-on 2,654,58
1779,Case Study 4,893,59
1780,Advanced 14,765,61
1781,Intro 5,370,21
1782,Intro 12,448,85
1783,Basics 14,159,48
1784,Basics 2,85,50
1785,Project 5,223,88
1786,Hands-on 17,235,68
1787,Assessment Prep 11,811,38
1788,Case Study 11,805,79
1789,Hands-on 5,603,35
1790,Basics 20,63,30
1791,Project 20,58,90
1792,Intro 16,442,33
1793,Project 15,811,76
1794,Basics 19,400,22
1795,Intro 3,808,23
1796,Advanced 6,73,41
1797,Intro 5,443,83
1798,Basics 15,138,87
1799,Assessment Prep 4,665,77
1800,Intro 14,154,88
1801,Assessment Prep 4,325,36
1802,Hands-on 19,500,82
1803,Hands-on 3,596,80
1804,Assessment Prep 6,433,57
1805,Assessment Prep 7,101,37
1806,Basics 14,415,81
1807,Hands-on 17,103,44
1808,Project 9,82,38
1809,Basics 20,904,28
1810,Hands-on 13,867,73
1811,Hands-on 11,732,48
1812,Intro 13,403,84
1813,Project 11,671,83
1814,Project 14,206,67
1815,Basics 18,81,59
1816,Hands-on 16,83,69
1817,Project 11,942,46
1818,Hands-on 17,881,63
1819,Assessment Prep 9,301,23
1820,Basics 6,590,44
1821,Hands-on 16,981,76
1822,Intro 3,1001,27
1823,Intro 18,268,70
1824,Assessment Prep 17,810,25
1825,Assessment Prep 17,497,47
1826,Project 20,618,86
1827,Intro 20,717,57
1828,Assessment Prep 11,869,52
1829,Basics 3,411,37
1830,Advanced 14,468,44
1831,Basics 8,780,75
1832,Case Study 8,829,52
1833,Hands-on 11,246,26
1834,Assessment Prep 8,941,46
1835,Basics 18,637,72
1836,Case Study 7,295,74
1837,Assessment Prep 8,834,48
1838,Basics 15,940,82
1839,Hands-on 20,447,48
1840,Assessment Prep 14,210,64
1841,Advanced 3,266,63
1842,Project 18,301,85
1843,Hands-on 9,628,51
1844,Advanced 20,400,49
1845,Hands-on 12,914,86
1846,Project 7,376,30
1847,Intro 11,390,21
1848,Hands-on 19,343,78
1849,Assessment Prep 3,783,37
1850,Advanced 9,616,50
1851,Assessment Prep 8,614,66
1852,Advanced 18,365,78
1853,Basics 11,486,43
1854,Project 2,497,75
1855,Assessment Prep 9,706,44
1856,Assessment Prep 4,818,22
1857,Hands-on 1,395,57
1858,Intro 17,886,88
1859,Case Study 19,576,34
1860,Project 7,464,28
1861,Project 6,120,42
1862,Intro 1,143,69
1863,Hands-on 15,83,28
1864,Hands-on 13,375,25
1865,Case Study 14,166,87
1866,Project 16,528,52
1867,Case Study 1,438,47
1868,Basics 12,744,79
1869,Assessment Prep 6,1008,69
1870,Basics 15,442,22
1871,Advanced 18,651,41
1872,Intro 17,470,72
1873,Advanced 11,394,75
1874,Assessment Prep 13,851,50
1875,Project 1,187,60
1876,Intro 16,995,22
1877,Assessment Prep 1,662,24
1878,Intro 4,938,51
1879,Assessment Prep 18,92,57
1880,Project 17,964,80
1881,Intro 10,521,90
1882,Assessment Prep 19,101,36
1883,Advanced 14,357,77
1884,Advanced 1,599,30
1885,Case Study 20,592,43
1886,Intro 14,670,75
1887,Basics 6,463,52
1888,Project 1,1022,28
1889,Basics 1,755,22
1890,Project 2,573,52
1891,Project 19,801,31
1892,Basics 3,73,24
1893,Advanced 16,97,56
1894,Basics 18,363,33
1895,Case Study 13,66,26
1896,Assessment Prep 20,59,30
1897,Intro 20,183,48
1898,Intro 16,250,37
1899,Intro 19,446,74
1900,Project 8,250,59
1901,Project 19,232,25
1902,Hands-on 20,815,43
1903,Project 2,133,43
1904,Advanced 8,177,57
1905,Case Study 1,563,34
1906,Advanced 16,212,48
1907,Hands-on 3,629,64
1908,Advanced 2,137,64
1909,Hands-on 7,283,21
1910,Basics 10,1000,58
1911,Project 1,883,63
1912,Project 19,110,45
1913,Basics 1,892,64
1914,Assessment Prep 10,287,31
1915,Intro 5,879,70
1916,Case Study 1,470,60
1917,Intro 13,562,21
1918,Case Study 14,958,61
1919,Advanced 7,700,77
1920,Hands-on 5,370,63
1921,Hands-on 12,678,39
1922,Intro 14,194,87
1923,Case Study 3,565,78
1924,Project 8,691,26
1925,Basics 2,401,27
1926,Hands-on 19,785,55
1927,Advanced 18,871,40
1928,Advanced 5,873,82
1929,Advanced 18,959,41
1930,Advanced 20,342,74
1931,Case Study 10,74,85
1932,Project 8,665,49
1933,Assessment Prep 13,917,49
1934,Intro 8,755,80
1935,Basics 12,527,47
1936,Assessment Prep 9,702,85
1937,Case Study 8,981,84
1938,Project 5,525,24
1939,Advanced 9,222,32
1940,Advanced 5,791,33
1941,Advanced 6,421,37
1942,Advanced 5,81,22
1943,Hands-on 11,246,40
1944,Advanced 14,94,80
1945,Assessment Prep 4,707,63
1946,Intro 1,547,46
1947,Assessment Prep 16,850,53
1948,Intro 8,635,62
1949,Advanced 6,154,45
1950,Hands-on 16,730,64
1951,Project 19,449,44
1952,Project 14,577,89
1953,Case Study 4,1001,72
1954,Case Study 10,285,56
1955,Basics 7,551,63
1956,Project 4,114,37
1957,Assessment Prep 2,561,20
1958,Advanced 3,584,54
1959,Assessment Prep 13,936,30
1960,Project 2,982,87
1961,Hands-on 8,66,79
1962,Basics 12,566,60
1963,Assessment Prep 3,989,29
1964,Basics 16,561,83
1965,Project 17,330,58
1966,Basics 3,636,56
1967,Intro 11,155,88
1968,Project 13,493,28
1969,Case Study 10,347,33
1970,Advanced 9,818,45
1971,Intro 9,581,34
1972,Case Study 10,276,28
1973,Case Study 11,280,79
1974,Case Study 16,446,82
1975,Project 8,556,79
1976,Intro 20,348,30
1977,Case Study 9,613,45
1978,Hands-on 13,410,78
1979,Intro 18,681,90
1980,Intro 19,114,76
1981,Intro 7,297,60
1982,Advanced 6,516,20
1983,Assessment Prep 10,529,74
1984,Advanced 15,465,80
1985,Intro 1,350,80
1986,Project 19,762,68
1987,Advanced 5,664,80
1988,Project 12,861,30
1989,Assessment Prep 19,446,44
1990,Intro 11,739,21
1991,Project 10,810,90
1992,Hands-on 16,732,40
1993,Project 1,393,44
1994,Advanced 10,286,33
1995,Advanced 13,669,85
1996,Intro 15,671,30
1997,Case Study 13,414,79
1998,Advanced 5,864,42
1999,Intro 13,576,70
2000,Project 15,889,20
2001,Case Study 17,419,34
2002,Project 12,832,33
2003,Case Study 7,114,80
2004,Case Study 20,347,66
2005,Project 3,916,87
2006,Advanced 18,622,47
2007,Basics 2,475,74
2008,Intro 19,213,45
2009,Assessment Prep 5,792,33
2010,Basics 15,440,49
2011,Project 14,972,28
2012,Intro 20,843,51
2013,Project 8,481,23
2014,Basics 6,184,26
2015,Project 13,787,38
2016,Advanced 1,187,44
2017,Assessment Prep 8,676,22
2018,Assessment Prep 9,166,67
2019,Intro 2,334,53
2020,Project 2,919,47
2021,Basics 17,265,35
2022,Advanced 19,535,90
2023,Basics 3,443,44
2024,Intro 16,648,45
2025,Project 2,196,43
2026,Intro 9,682,61
2027,Intro 15,164,39
2028,Intro 2,303,68
2029,Basics 17,1016,66
2030,Advanced 7,969,24
2031,Advanced 15,336,69
2032,Assessment Prep 18,183,69
2033,Advanced 17,68,33
2034,Assessment Prep 1,930,27
2035,Project 5,42,78
2036,Basics 20,299,71
2037,Basics 3,219,58
2038,Project 13,209,51
2039,Advanced 16,482,80
2040,Intro 18,164,73
2041,Case Study 6,421,79
2042,Basics 16,900,50
2043,Intro 10,342,68
2044,Hands-on 11,873,67
2045,Assessment Prep 13,497,60
2046,Project 8,1013,65
2047,Assessment Prep 9,189,42
2048,Advanced 10,713,37
2049,Basics 9,473,71
2050,Assessment Prep 8,304,55
2051,Intro 17,1020,89
2052,Basics 7,428,32
2053,Advanced 10,819,45
2054,Case Study 1,898,70
2055,Intro 4,407,56
2056,Hands-on 13,135,37
2057,Advanced 1,689,33
2058,Hands-on 13,226,62
2059,Intro 1,149,52
2060,Advanced 16,675,35
2061,Project 3,875,22
2062,Basics 17,365,87
2063,Project 9,517,81
2064,Advanced 16,386,44
2065,Intro 19,40,44
2066,Intro 2,625,45
2067,Assessment Prep 16,698,68
2068,Basics 6,158,70
2069,Advanced 7,74,86
2070,Case Study 2,434,44
2071,Project 14,299,85
2072,Hands-on 18,664,87
2073,Basics 5,558,23
2074,Case Study 18,847,82
2075,Basics 14,774,68
2076,Advanced 11,667,81
2077,Case Study 3,201,80
2078,Hands-on 8,938,45
2079,Intro 13,163,41
2080,Project 1,89,70
2081,Basics 11,693,28
2082,Advanced 12,1007,79
2083,Basics 17,517,33
2084,Advanced 11,765,85
2085,Advanced 1,864,48
2086,Intro 8,405,51
